Job_ID,Job_Title,Experience_Level,Min_Experience_Years,Skills_Required,Skill_Count
Research_Scientist,Research Scientist,All Levels,0,"python, research methodology, machine learning, statistics, academic writing, pytorch, data analysis, literature review, jupyter, experimental design, survey tools, data collection, advanced ml, paper writing, reproducible research, grant writing, novel algorithm development, lab leadership, conference presentations, industry collaboration, research strategy, team building, ip management, funding acquisition",24
Data_Architect,Data Architect,All Levels,0,"data modeling, sql, cloud data platforms, etl design, data governance, erwin/lucidchart, python, data warehousing, er diagrams, basic sql, dimensional modeling, data flow basics, snowflake/bigquery, dbt, metadata management, data catalog tools, enterprise data modeling, data mesh, data quality frameworks, master data management, data architecture strategy, organizational data standards, executive alignment, team leadership",24
MLOps_Engineer,MLOps Engineer,All Levels,0,"python, mlflow, kubeflow, docker, kubernetes, ci/cd for ml, feature stores, model monitoring, git, model packaging, basic pipelines, data versioning (dvc), model registry, a/b model deployment, drift detection, sagemaker/vertex ai, ml platform design, distributed training pipelines, shadow deployments, cost optimization, mlops strategy, platform roadmap, cross-team ml standards, team mentoring",24
Security_Engineer,Security Engineer,All Levels,0,"application security, penetration testing, sast/dast tools, owasp top 10, python, linux, git, network security, burpsuite basics, cve research, basic scripting, ctf experience, threat modeling, security code review, cloud security, devsecops, red team operations, zero trust design, security architecture, compliance (soc2/iso27001), security program management, risk governance, board reporting, team leadership",24
Platform_Engineer,Platform Engineer,All Levels,0,"kubernetes, terraform, helm, docker, linux, python, ci/cd, internal developer platform, observability, basic k8s, bash scripting, cloud basics, monitoring setup, platform apis, crossplane, gitops (argocd/flux), rbac & security, golden paths, developer experience, service catalog, multi-cluster management, platform strategy, team building, engineering enablement, organizational adoption",25
Business_Intelligence_Developer,Business Intelligence Developer,All Levels,0,"sql, power bi, tableau, data modeling, etl, dax, reporting, stakeholder communication, excel, basic sql, report creation, data sources connection, looker, advanced dax, data warehouse integration, self-service bi, bi architecture, semantic layer design, performance optimization, governance, bi strategy, enterprise analytics, team leadership, executive dashboards",24
iOS_Developer,iOS Developer,All Levels,0,"swift, swiftui, uikit, xcode, core data, rest api, app store submission, git, mvvm, auto layout, basic swift, storyboards, debugging tools, combine framework, networking layers, push notifications, unit testing (xctest), performance profiling, custom frameworks, widget extensions, security best practices, ios architecture, team mentoring, release management, cross-platform strategy",25
Android_Developer,Android Developer,All Levels,0,"kotlin, java, android sdk, jetpack compose, rest api, gradle, git, mvvm, room database, xml layouts, basic kotlin, android studio, recycler view, coroutines, dependency injection (hilt), unit testing, firebase, performance optimization, custom views, app modularization, security, android architecture strategy, team leadership, release pipeline, sdk development",25
Cloud_Security_Engineer,Cloud Security Engineer,All Levels,0,"aws/azure/gcp security, iam policies, zero trust, siem, python, terraform, compliance, network security, cloud basics, basic iam, security certifications, log review, cspm tools, devsecops, secrets management, threat detection, cloud security architecture, policy as code, incident response in cloud, data protection, cloud security strategy, enterprise governance, cross-team enablement, risk management",24
Prompt_Engineer,Prompt Engineer,All Levels,0,"prompt design, llm evaluation, python, openai/anthropic apis, langchain, rag, documentation, critical thinking, basic prompt patterns, chatgpt/claude usage, output evaluation, few-shot prompting, chain-of-thought, system prompts design, evaluation frameworks, vector search, agentic prompting, multi-model orchestration, safety alignment, benchmark design, prompt strategy, ai product leadership, team standards, research collaboration",24
Solutions_Architect,Solutions Architect,All Levels,0,"cloud architecture, aws/azure/gcp, system design, stakeholder communication, technical documentation, security, cost optimization, cloud basics, architecture diagrams, requirements gathering, well-architected framework, migration planning, proof of concepts, vendor evaluation, enterprise architecture, multi-cloud strategy, trade-off analysis, pre-sales support, architectural governance, practice leadership, client strategy, team mentoring",22
Analytics_Engineer,Analytics Engineer,All Levels,0,"sql, dbt, python, data warehousing, data modeling, git, data quality, bi tools, basic sql, dbt basics, data transformation, tableau/looker, advanced dbt, testing frameworks, semantic layer, stakeholder reporting, analytics platform design, metric frameworks, cross-team data contracts, performance tuning, analytics strategy, data product leadership, org-wide standards, team mentoring",24
Scrum_Master,Scrum Master,All Levels,0,"scrum framework, agile coaching, sprint planning, retrospectives, jira, kanban, stakeholder facilitation, team dynamics, csm certification, daily standups, basic backlog grooming, impediment removal, velocity tracking, scaled agile basics, conflict resolution, safe/less frameworks, organizational agility, program increment planning, metrics & reporting, agile transformation, enterprise coaching, executive alignment, team of teams",23
Growth_Engineer,Growth Engineer,All Levels,0,"python, javascript, a/b testing, analytics, sql, product instrumentation, growth frameworks, experimentation, google analytics, basic sql, funnel analysis, event tracking, mixpanel/amplitude, multivariate testing, retention analysis, referral systems, growth modeling, ml-based personalization, viral loops, attribution modeling, growth strategy, cross-functional leadership, experimentation culture, roadmap ownership",24
Network_Engineer,Network Engineer,All Levels,0,"tcp/ip, routing & switching, cisco ios, firewalls, vpn, network monitoring, linux, troubleshooting, ccna fundamentals, basic cli, lan/wan basics, wireshark, bgp/ospf, sd-wan, network security, load balancers, network architecture, cloud networking, zero trust network, capacity planning, network strategy, vendor management, team leadership, disaster recovery",24
Technical_Product_Manager,Technical Product Manager,All Levels,0,"product roadmap, api design knowledge, agile, sql, stakeholder management, technical requirements, user stories, data analysis, jira, competitive analysis, sprint participation, feature scoping, technical feasibility assessment, kpi definition, developer collaboration, market sizing, platform product strategy, build vs buy decisions, api productization, revenue modeling, product vision, organizational influence, executive communication, team of pms",24
Robotics_Engineer,Robotics Engineer,All Levels,0,"ros/ros2, c++, python, kinematics, sensor integration, computer vision, control systems, embedded linux, git, arduino, basic ros nodes, simulation (gazebo), motor control, slam, path planning, manipulation, opencv, real-time systems, robot architecture design, hardware-software integration, safety systems, fleet management, robotics platform strategy, research leadership, cross-functional teams, ip development",26
Infrastructure_Engineer,Infrastructure Engineer,All Levels,0,"linux, terraform, ansible, docker, networking, cloud platforms, bash, monitoring, git, basic linux admin, cloud basics, scripting fundamentals, configuration management, iac pipelines, on-prem vs cloud, cost tagging, hybrid cloud design, immutable infrastructure, capacity planning, security hardening, infra strategy, platform standardization, team leadership, exec reporting",24
API_Developer,API Developer,All Levels,0,"rest api, graphql, openapi/swagger, postman, python, node.js, authentication (oauth2/jwt), rate limiting, api versioning, api gateway, documentation, unit testing, json, xml, grpc, webhooks, api security, sdk development, developer experience, ci/cd pipelines",20
Computer_Vision_Engineer,Computer Vision Engineer,All Levels,0,"python, opencv, pytorch, tensorflow, image processing, object detection, image segmentation, cnns, data augmentation, yolo, transfer learning, video analytics, 3d vision, point clouds, model deployment, gpu optimization, onnx, labelimg/roboflow, mlflow, edge inference",20
NLP_Engineer,NLP Engineer,All Levels,0,"python, pytorch, transformers, hugging face, spacy, nltk, text classification, named entity recognition, sentiment analysis, language modeling, fine-tuning llms, tokenization, vector embeddings, rag, information extraction, multilingual nlp, model evaluation, fastapi, mlflow, docker",20
Firmware_Engineer,Firmware Engineer,All Levels,0,"c, c++, assembly, microcontrollers, arm cortex, rtos, jtag debugging, uart/spi/i2c/can, bootloaders, memory management, power optimization, ota updates, hardware abstraction layers, oscilloscope usage, safety standards (misra-c), cmake, git, unit testing (cunit), bare-metal programming",19
Quantum_Computing_Engineer,Quantum Computing Engineer,All Levels,0,"python, qiskit, cirq, quantum algorithms, linear algebra, quantum gates & circuits, quantum error correction, variational quantum algorithms, quantum machine learning, pennylane, quantum simulation, ibm quantum, mathematical physics, quantum cryptography, optimization problems, research",16
AR_VR_Developer,AR/VR Developer,All Levels,0,"unity, unreal engine, c#, c++, openxr, webxr, spatial computing, 3d modeling, shader programming, hand tracking, spatial audio, meta sdk, arcore/arkit, performance optimization, interaction design, physics simulation, vuforia, git",18
Automation_Engineer,Automation Engineer,All Levels,0,"python, selenium, playwright, robot framework, ci/cd, jenkins, bash scripting, api testing, test automation frameworks, rpa tools (uipath/automation anywhere), jira, docker, git, performance testing, load testing, defect tracking, process automation",17
SAP_Developer,SAP Developer,All Levels,0,"abap, sap fiori, sap hana, sap s/4hana, ui5/openui5, sap btp, idoc/bapi, odata services, sap module knowledge, debugging, functional specs, sql, git, integration (pi/po/cpi), change management, sap security",16
Low_Code_Developer,Low Code Developer,All Levels,0,"microsoft power platform, power apps, power automate, power bi, salesforce, mendix, outsystems, bubble.io, airtable, zapier, api integration, workflow automation, data modeling, ui design, requirement gathering, documentation, testing",17
Quantitative_Analyst,Quantitative Analyst,All Levels,0,"python, r, statistics, financial modeling, time series analysis, stochastic calculus, risk modeling, derivatives pricing, backtesting, monte carlo simulation, pandas, numpy, scipy, sql, machine learning, excel, bloomberg terminal, matlab",18
Data_Governance_Analyst,Data Governance Analyst,All Levels,0,"data governance frameworks, data quality management, metadata management, data catalog tools (collibra/alation), sql, data lineage, gdpr/ccpa compliance, master data management, stakeholder communication, policy documentation, data stewardship, business glossary, access control, reporting",14
GIS_Analyst,GIS Analyst,All Levels,0,"arcgis, qgis, python (arcpy/geopandas), spatial data analysis, remote sensing, cartography, sql, coordinate systems, geostatistics, mapbox/leaflet, lidar processing, field data collection, postgresql/postgis, data visualization, google earth engine",15
Motion_Designer,Motion Designer,All Levels,0,"after effects, cinema 4d, figma, illustrator, photoshop, premiere pro, animation principles, storyboarding, motion graphics, lottie animations, typography, color theory, 3d animation, sound design basics, client communication, version control",16
Brand_Designer,Brand Designer,All Levels,0,"figma, adobe illustrator, photoshop, indesign, brand identity, typography, color theory, logo design, style guides, print design, visual communication, market research, presentation design, adobe xd, client management",15
3D_Artist,3D Artist,All Levels,0,"blender, maya, 3ds max, zbrush, substance painter, uv unwrapping, texturing, rigging, rendering (cycles/arnold), pbr materials, retopology, photogrammetry, unity/unreal engine, git/version control, art direction",15
Product_Designer,Product Designer,All Levels,0,"figma, prototyping, user research, usability testing, wireframing, interaction design, design systems, visual design, accessibility, customer journey mapping, a/b testing, stakeholder communication, html/css basics, analytics interpretation, sprint collaboration",15
UX_Researcher,UX Researcher,All Levels,0,"user interviews, usability testing, survey design, ethnographic research, affinity mapping, persona development, journey mapping, a/b testing, quantitative research, dovetail/userinterviews.com, figma, looker, statistical analysis, report writing, stakeholder presentations, research ops, card sorting, tree testing",18
Business_Analyst,Business Analyst,All Levels,0,"requirements gathering, business process modeling, bpmn, uml, stakeholder management, use case writing, sql, excel, jira, confluence, gap analysis, data analysis, visio, agile methodologies, wireframing, uat facilitation, cost-benefit analysis, reporting",18
Digital_Marketing_Analyst,Digital Marketing Analyst,All Levels,0,"google analytics, google ads, meta ads, seo, sem, email marketing, hubspot/marketo, a/b testing, conversion rate optimization, sql, tableau/power bi, social media analytics, attribution modeling, content strategy, excel, looker studio, customer segmentation",17
Health_Informatics_Specialist,Health Informatics Specialist,All Levels,0,"hl7/fhir standards, ehr systems (epic/cerner), icd-10 coding, sql, python, clinical data management, health data analytics, interoperability, hipaa compliance, data visualization, clinical workflows, medical terminology, tableau, excel, project management",15
Bioinformatics_Engineer,Bioinformatics Engineer,All Levels,0,"python, r, biopython, genomic data analysis, blast, sequence alignment, variant calling, nextflow/snakemake, linux, sql, machine learning, single-cell analysis, galaxy platform, cloud (aws/gcp), docker, git, bash scripting",17
FinTech_Developer,FinTech Developer,All Levels,0,"python, java, rest api, payment gateways (stripe/paypal), pci-dss compliance, fraud detection, sql, microservices, kafka, docker, open banking apis, iso 20022, kyc/aml workflows, encryption, git, ci/cd, financial modeling basics",17
Risk_Analyst,Risk Analyst,All Levels,0,"risk assessment, financial modeling, sql, python, excel, var models, credit risk analysis, market risk, regulatory compliance, power bi/tableau, scenario analysis, stress testing, monte carlo simulation, r, statistical analysis, reporting",16
IT_Support_Engineer,IT Support Engineer,All Levels,0,"helpdesk support, ticketing systems (servicenow/zendesk), windows/linux administration, networking basics, active directory, troubleshooting, hardware support, microsoft 365, vpn management, remote desktop tools, asset management, documentation, communication, itil basics",14
Release_Manager,Release Manager,All Levels,0,"release planning, ci/cd pipelines, git, jira, change management, risk assessment, deployment automation, rollback strategies, stakeholder communication, jenkins/github actions, docker, kubernetes, release notes, environment management, coordination",15
Customer_Success_Engineer,Customer Success Engineer,All Levels,0,"technical support, api knowledge, sql, python basics, crm tools (salesforce), onboarding, product demos, integration troubleshooting, communication, sla management, data analysis, zendesk, documentation, feedback collection, upselling",15
Edge_Computing_Engineer,Edge Computing Engineer,All Levels,0,"linux, c/c++, python, docker, kubernetes (k3s/microk8s), iot protocols (mqtt/coap), arm architecture, network programming, edge ai inference, onnx/tflite, 5g/networking, security hardening, low latency optimization, git, embedded systems",15
Data_Privacy_Engineer,Data Privacy Engineer,All Levels,0,"gdpr/ccpa/hipaa, privacy by design, python, data anonymization, differential privacy, data classification, access control, encryption, consent management platforms, sql, privacy impact assessments, compliance tooling, cloud security, documentation, stakeholder communication",15
Conversational_AI_Developer,Conversational AI Developer,All Levels,0,"python, llm apis (openai/anthropic), langchain/llamaindex, rag, prompt engineering, dialogue management, intent recognition, entity extraction, rasa/botpress, voice interfaces (alexa/google), fastapi, vector databases, evaluation metrics, docker, git",15
Sustainability_Tech_Analyst,Sustainability Tech Analyst,All Levels,0,"python, sql, carbon accounting, esg reporting frameworks, data visualization, power bi/tableau, life cycle assessment tools, excel, api integration, iot sensor data, green cloud computing, regulatory knowledge (sec climate rules), stakeholder communication, reporting",14
Developer_Advocate,Developer Advocate,All Levels,0,"technical writing, public speaking, api development, python, javascript, community management, content creation, demo building, developer experience, sdk/library knowledge, social media, workshop facilitation, github, feedback synthesis, evangelism",15
Site_Reliability_Automation_Engineer,Site Reliability Automation Engineer,All Levels,0,"python, go, kubernetes, terraform, prometheus, grafana, ansible, chaos engineering, automated remediation, incident automation, runbook automation, ci/cd, bash scripting, alerting design, distributed tracing, self-healing systems, git, linux",18
